고객ID,나이,멤버십등급,월평균구매금액,구매횟수,리뷰점수,이탈여부,성별_남,성별_여,거주지역_경기,거주지역_기타,거주지역_대구,거주지역_부산,거주지역_서울,가입경로_광고,가입경로_앱,가입경로_웹,가입경로_지인추천,쿠폰사용여부_N,쿠폰사용여부_Y,1회당평균구매금액
C0053,4.944531484830035e-16,브론즈,-0.6215908916237944,-0.6314628066881252,-0.06786358266806648,1,False,True,False,False,False,False,True,False,True,False,False,False,True,-0.429046143193964
C0054,-0.08320315614083687,브론즈,-0.36174481946014503,-0.4071420938326633,-0.9941624840281768,1,True,False,False,True,False,False,False,False,True,False,False,True,False,-0.2533682338940087
C0055,-0.01361506191395489,브론즈,-0.4253707599368247,-1.0801042323990488,-0.2531233629400887,0,False,True,False,False,False,False,True,False,True,False,False,False,True,0.12463462443466661
C0056,-1.6141412291322403,골드,0.020164035242464518,0.490140757589184,2.34051356086822,1,False,True,False,False,False,False,True,False,False,True,False,True,False,-0.2481639631530588
C0057,0.19514922076669106,VIP,0.8817235040366393,2.5090271732883402,1.2289548792360883,0,False,True,False,False,False,False,True,True,False,False,False,False,True,-0.24383869110247
C0058,-1.1966126637709484,실버,-0.1391519505538964,-0.18282138097720146,-0.4383831432121109,0,False,True,True,False,False,False,False,False,True,False,False,False,True,-0.155902993500371
C0059,0.8910301630355109,실버,-0.21474188812304998,0.26582004473372217,-0.06786358266806648,0,False,True,False,False,True,False,False,False,False,True,False,True,False,-0.3305949529341864
C0060,0.6822658803548649,골드,0.34272501023992286,0.7144614704446458,1.4142146595081095,0,False,True,True,False,False,False,False,False,False,False,True,True,False,-0.13876665419315837
C0061,1.5173230110774487,VIP,0.6989177916702884,1.611744321866493,1.0436950989640652,0,False,True,False,False,False,False,True,True,False,False,False,True,False,-0.17488366166651845
C0062,0.8910301630355109,실버,-0.2167629454018922,-0.18282138097720146,-0.6236429234841331,1,True,False,False,False,False,False,True,False,False,True,False,True,False,-0.21427598598950257
C0063,-0.43114362727524674,골드,0.08843765340300716,1.3874236090110312,1.4142146595081095,1,True,False,False,False,False,True,False,False,True,False,False,True,False,-0.36387965488798146
C0064,1.7260872937580947,VIP,0.7466622460058675,2.0603857475774165,1.784734220052154,0,True,False,False,False,True,False,False,False,False,True,False,False,True,-0.22693825643434307
C0065,-0.2919674388214828,골드,0.21689695106251267,0.041499331878260354,-0.8089027037561554,0,False,True,False,False,True,False,False,False,True,False,False,False,True,0.005024336739895275
C0066,-0.6399079099558926,실버,-0.21193110648419705,-0.18282138097720146,-0.9941624840281768,0,True,False,False,False,True,False,False,True,False,False,False,True,False,-0.2106418501637254
C0067,1.5173230110774487,브론즈,-0.5853271707622472,0.041499331878260354,0.30265597787597714,0,True,False,False,False,False,True,False,False,True,False,False,False,True,-0.5229252777237877
C0068,4.944531484830035e-16,브론즈,-0.4813853381463874,-0.855783519543587,-0.4383831432121109,0,True,False,False,False,False,False,True,False,False,True,False,True,False,-0.166009153234971
C0069,-1.5445531349053585,실버,-0.2214764262350484,-1.0801042323990488,-0.6236429234841331,0,False,True,True,False,False,False,False,False,True,False,False,False,True,0.4824595994115782
C0070,-0.08320315614083687,실버,6.72641761673792,0.7144614704446458,-0.2531233629400887,1,False,True,True,False,False,False,False,False,False,True,False,False,True,2.9166189544063506
C0071,1.0997944457161568,실버,-0.3798907014529063,0.041499331878260354,-0.06786358266806648,1,False,True,True,False,False,False,False,True,False,False,False,False,True,-0.3877260212841527
C0072,-1.1270245695440666,실버,-0.1497328358594836,-0.18282138097720146,0.4879157581479993,1,True,False,False,False,False,True,False,False,False,True,False,False,True,-0.16386111772853057
C0073,-0.08320315614083687,실버,-0.5075785991539873,-0.4071420938326633,-0.9941624840281768,0,True,False,True,False,False,False,False,False,False,True,False,False,True,-0.38133394932694076
C0074,-1.3357888522247126,골드,0.1862547697456721,1.1631028961555694,0.11739619760395491,0,True,False,False,False,False,True,False,True,False,False,False,True,False,-0.29509924704776597
C0075,4.944531484830035e-16,브론즈,-0.5500850477146592,-1.0801042323990488,-0.6236429234841331,0,True,False,False,False,False,True,False,True,False,False,False,False,True,-0.09423309048986149
C0076,-0.08320315614083687,브론즈,-0.3482466874633664,-0.4071420938326633,-0.8089027037561554,0,True,False,True,False,False,False,False,False,True,False,False,True,False,-0.24152394019468784
C0077,-0.5703198157290107,골드,0.1072880812867992,0.9387821833001077,1.0436950989640652,0,False,True,False,True,False,False,False,False,False,True,False,True,False,-0.29241725556022996
C0078,-0.9878483810903026,골드,0.23756080260763648,0.7144614704446458,-0.2531233629400887,1,False,True,False,False,True,False,False,False,False,True,False,True,False,-0.18910072043757425
C0079,0.264737314993573,VIP,0.6360711376741259,1.8360650347219547,1.599474439780131,0,False,True,False,False,False,True,False,False,False,True,False,True,False,-0.2310728329483162
C0080,0.612677786127983,골드,0.17589778831875694,0.7144614704446458,1.4142146595081095,0,True,False,True,False,False,False,False,False,True,False,False,True,False,-0.21861409115491282
C0081,1.5869111053043305,골드,0.24630088293381772,1.1631028961555694,0.0,1,True,False,True,False,False,False,False,False,True,False,False,False,True,-0.27078122231529095
C0082,-0.22237934459460082,브론즈,-0.5483306049624681,-1.3044249452545107,-0.6236429234841331,1,False,True,True,False,False,False,False,True,False,False,False,False,True,0.2347846251915197
C0083,-1.1966126637709484,실버,-0.1009885451263472,-0.855783519543587,-0.06786358266806648,0,True,False,False,False,False,False,True,True,False,False,False,True,False,0.3346747198984814
C0084,1.2389706341699207,브론즈,-0.6083446465556971,-0.6314628066881252,-1.3646820445722212,0,True,False,True,False,False,False,False,False,False,False,True,True,False,-0.4150982205892212
C0085,0.47350159767421895,실버,-0.180303617987142,0.041499331878260354,-0.06786358266806648,1,True,False,False,True,False,False,False,True,False,False,False,False,True,-0.2563762888328279
C0086,0.7518539745817469,VIP,0.7851682124748708,2.0603857475774165,0.0,0,False,True,False,False,True,False,False,False,False,False,True,True,False,-0.21501305140743956
C0087,-1.4053769464515944,브론즈,-0.42148818788733616,-0.6314628066881252,-0.8089027037561554,1,False,True,False,False,False,False,True,False,False,False,True,True,False,-0.21834363766370826
C0088,-0.6399079099558926,실버,0.0029503253523900093,-0.4071420938326633,-0.8089027037561554,1,False,True,True,False,False,False,False,False,False,False,True,True,False,0.06664318745724979
C0089,0.9606182572623928,브론즈,-0.5823276066648312,-0.4071420938326633,-1.179422264300199,1,False,True,False,False,False,False,True,False,False,True,False,True,False,-0.44692444724935465
C0090,1.2389706341699207,브론즈,-0.6518970069480245,-0.855783519543587,-0.6236429234841331,1,False,True,False,False,False,False,True,False,False,True,False,True,False,-0.390439128241502
C0091,-0.22237934459460082,브론즈,-0.6084166476768392,-1.0801042323990488,-0.9941624840281768,1,False,True,False,True,False,False,False,False,True,False,False,True,False,-0.19660230751459368
C0092,1.0997944457161568,브론즈,-0.42144241827012985,-1.0801042323990488,-0.4383831432121109,0,False,True,True,False,False,False,False,False,False,True,False,True,False,0.13152867947320337
C0093,1.2389706341699207,VIP,0.7371792315700834,2.6492276188230037,1.784734220052154,0,True,False,True,False,False,False,False,False,True,False,False,False,True,-0.29851389132826067
C0094,-0.3615555330483648,실버,7.9789101457184595,-0.855783519543587,0.6731755384200208,1,False,True,False,False,True,False,False,False,True,False,False,False,True,10.969556625553675
C0095,1.4477349168505667,골드,0.0361617949309688,0.9387821833001077,1.784734220052154,0,True,False,False,False,False,False,True,False,False,True,False,True,False,-0.32362307817114777
C0096,-0.7790840984096566,실버,-0.12694107096160231,-0.855783519543587,0.6731755384200208,0,False,True,False,False,False,False,True,False,False,True,False,True,False,0.3005156223686897
C0097,-0.9182602868634206,브론즈,-0.6344462418746698,-0.855783519543587,-1.5499418248442434,1,False,True,False,False,True,False,False,False,True,False,False,True,False,-0.3674701737014228
C0098,0.6822658803548649,브론즈,-0.36511583945288073,-1.0801042323990488,-1.5499418248442434,1,False,True,False,False,True,False,False,False,False,False,True,True,False,0.23037917860132914
C0099,4.944531484830035e-16,골드,0.48590884396445766,-0.18282138097720146,0.6731755384200208,0,False,True,False,True,False,False,False,True,False,False,False,False,True,0.31421943097223226
C0100,-1.2662007579978305,브론즈,-0.4546606686921485,-0.6314628066881252,-1.179422264300199,1,False,True,False,False,True,False,False,False,True,False,False,True,False,-0.2532733247179807
C0101,1.2389706341699207,VIP,0.7468043538004914,1.611744321866493,0.4879157581479993,0,False,True,True,False,False,False,False,False,True,False,False,False,True,-0.1580759283814606
C0102,-1.0574364753171845,브론즈,-0.5517546763424559,-1.5287456581099725,-1.179422264300199,0,False,True,False,False,False,True,False,False,True,False,False,True,False,1.194573625320113
C0103,1.0997944457161568,실버,-0.41812681105608035,0.26582004473372217,-0.4383831432121109,1,False,True,False,True,False,False,False,False,False,False,True,True,False,-0.4495719472722406
C0104,-1.7533174175860045,골드,0.09494373399719364,1.3874236090110312,0.11739619760395491,0,True,False,False,False,True,False,False,False,False,False,True,False,True,-0.3614329693738868
C0105,1.0997944457161568,브론즈,-0.6195530106588342,-0.18282138097720146,-0.9941624840281768,1,False,True,False,True,False,False,False,False,True,False,False,False,True,-0.5172235451593031
C0106,1.0302063514892748,브론즈,-0.6595640170284592,-0.6314628066881252,0.11739619760395491,1,False,True,False,False,False,True,False,False,False,False,True,True,False,-0.46903077366709883
C0107,1.0302063514892748,VIP,0.8755290349481415,1.8360650347219547,0.0,0,True,False,False,False,False,True,False,False,True,False,False,False,True,-0.15227832832874763
C0108,0.612677786127983,브론즈,-0.46523529872703634,-0.18282138097720146,1.0436950989640652,0,False,True,False,False,False,False,True,False,True,False,False,False,True,-0.4011576880320069
C0109,-0.08320315614083687,실버,-0.17068871725789841,0.490140757589184,0.11739619760395491,0,False,True,False,False,True,False,False,True,False,False,False,True,False,-0.3486452469845214
C0110,4.944531484830035e-16,실버,-0.24850642857021432,0.26582004473372217,-0.2531233629400887,0,False,True,True,False,False,False,False,False,True,False,False,True,False,-0.3503466802484674
C0111,4.944531484830035e-16,브론즈,-0.5155989806435299,-1.3044249452545107,0.0,0,False,True,False,False,True,False,False,False,True,False,False,True,False,0.32094831920085204
C0112,1.0302063514892748,골드,0.2720304287272156,0.7144614704446458,0.8584353186920437,0,True,False,False,False,True,False,False,False,False,True,False,False,True,-0.1726027456647345
C0113,0.19514922076669106,골드,0.15939153397068545,0.9387821833001077,1.0436950989640652,0,False,True,False,True,False,False,False,False,False,True,False,True,False,-0.2695574777597203
C0114,-0.15279125036771884,브론즈,-0.4361027863671061,-1.5287456581099725,0.6731755384200208,0,True,False,False,True,False,False,False,True,False,False,False,False,True,1.8034645231464936
C0115,0.055973032312927086,골드,0.14089869039283248,0.9387821833001077,0.11739619760395491,0,False,True,False,False,False,False,True,True,False,False,False,False,True,-0.2776709956421934
C0116,4.944531484830035e-16,브론즈,-0.5347262242211328,0.26582004473372217,-0.2531233629400887,1,False,True,False,False,True,False,False,False,True,False,False,False,True,-0.5177807777002796
C0117,-1.6837293233591224,브론즈,-0.655034179708657,-0.6314628066881252,-0.6236429234841331,1,True,False,False,False,True,False,False,False,True,False,False,False,True,-0.4642609826792478
C0118,-1.2662007579978305,실버,-0.4370567655728668,0.490140757589184,-1.179422264300199,0,True,False,True,False,False,False,False,False,False,False,True,False,True,-0.488884269559363
C0119,-0.9182602868634206,VIP,0.651364627001375,1.8360650347219547,1.9699940003241754,0,True,False,False,False,False,False,True,False,True,False,False,False,True,-0.22604045385719646
C0120,-1.4053769464515944,브론즈,-0.48968259107482287,-0.855783519543587,0.11739619760395491,0,True,False,False,False,False,False,True,True,False,False,False,False,True,-0.1769301199960081
C0121,-0.22237934459460082,브론즈,-0.6413867153000329,-0.6314628066881252,-1.3646820445722212,1,True,False,False,False,False,True,False,False,False,True,False,True,False,-0.4498905874205247
C0122,0.612677786127983,실버,-0.21748515722214304,-0.6314628066881252,-0.06786358266806648,0,True,False,True,False,False,False,False,False,True,False,False,True,False,-0.00353419783958162
C0123,0.612677786127983,골드,0.16911885392176743,0.26582004473372217,-0.6236429234841331,0,True,False,False,True,False,False,False,False,False,False,True,False,True,-0.10604243117274935
C0124,-0.08320315614083687,브론즈,-0.7396747001152247,-0.18282138097720146,-1.7352016051162655,1,True,False,True,False,False,False,False,False,True,False,False,False,True,-0.6075697968747036
C0125,1.3085587283968028,브론즈,-0.599466615966226,-0.18282138097720146,-0.06786358266806648,1,False,True,False,True,False,False,False,False,False,True,False,True,False,-0.5021161113630769
C0126,0.264737314993573,골드,0.20906229142967375,0.26582004473372217,0.30265597787597714,1,True,False,True,False,False,False,False,False,False,True,False,True,False,-0.08267614585677523
C0127,-1.4749650406784764,브론즈,-0.45233220670199803,-0.4071420938326633,-1.5499418248442434,1,True,False,False,False,False,True,False,False,False,True,False,True,False,-0.3328565379202757
C0128,0.9606182572623928,브론즈,-0.6264205392243846,-0.855783519543587,-0.6236429234841331,0,True,False,False,False,False,False,True,False,True,False,False,False,True,-0.35690662542421486
C0129,0.264737314993573,브론즈,-0.4781630516338411,-0.6314628066881252,-1.179422264300199,1,False,True,False,False,True,False,False,False,False,True,False,True,False,-0.27802067135187786
C0130,0.5430896919011009,실버,-0.09806747507328557,0.041499331878260354,-0.4383831432121109,0,True,False,False,False,False,True,False,True,False,False,False,False,True,-0.20225607633211867
C0131,0.264737314993573,실버,-0.1257879272484118,0.26582004473372217,0.4879157581479993,0,False,True,False,True,False,False,False,True,False,False,False,False,True,-0.2785582790907954
C0132,4.944531484830035e-16,골드,0.15227892970451984,0.7144614704446458,-0.2531233629400887,0,True,False,False,False,False,True,False,False,False,True,False,True,False,-0.22991863307913232
C0133,-1.4749650406784764,실버,-0.26646672161176305,0.490140757589184,-0.8089027037561554,0,True,False,False,False,False,False,True,False,True,False,False,True,False,-0.3990710161401086
C0134,4.944531484830035e-16,실버,-0.2846997990096741,0.041499331878260354,0.11739619760395491,1,True,False,True,False,False,False,False,False,False,False,True,True,False,-0.32508018593948507
C0135,1.0997944457161568,VIP,0.7337778601272097,2.0603857475774165,2.1552537805961984,0,True,False,False,False,False,False,True,True,False,False,False,True,False,-0.230928519693218
C0136,-0.7094960041827747,실버,-0.19154491944657626,-0.6314628066881252,0.8584353186920437,1,False,True,False,False,False,False,True,False,True,False,False,False,True,0.023780141203837726
C0137,0.40391350344733695,실버,-0.14247312254084477,0.7144614704446458,-0.6236429234841331,0,True,False,False,False,True,False,False,False,False,True,False,False,True,-0.3709939062868288
C0138,-1.6837293233591224,VIP,0.6958191423061939,2.0603857475774165,2.1552537805961984,0,True,False,False,False,True,False,False,False,False,True,False,True,False,-0.24268424313255518
C0139,-0.5007317215021287,브론즈,-0.40355359901612126,-0.6314628066881252,-1.3646820445722212,0,False,True,False,False,False,True,False,False,True,False,False,True,False,-0.19945902121296355
C0140,-0.22237934459460082,골드,0.17373338433801144,0.041499331878260354,1.9699940003241754,0,False,True,False,False,False,True,False,False,False,True,False,False,True,-0.02338192504047013
C0141,4.944531484830035e-16,골드,0.2517077273639235,0.26582004473372217,-0.2531233629400887,1,False,True,False,False,True,False,False,False,True,False,False,True,False,-0.057729233782256445
C0142,4.944531484830035e-16,브론즈,-0.39767144463145093,-0.4071420938326633,0.0,0,False,True,False,False,False,True,False,False,False,False,True,False,True,-0.28489300341440726
C0143,-0.7790840984096566,실버,-0.3044937249416227,0.041499331878260354,-0.6236429234841331,1,False,True,False,False,False,False,True,False,False,False,True,False,True,-0.3381067146615642
C0144,-0.2919674388214828,브론즈,-0.7003693621906302,-1.5287456581099725,0.6731755384200208,1,True,False,False,False,False,False,True,False,False,False,True,True,False,0.4121382538310039
C0145,1.7956753879849765,브론즈,-0.3216660858416948,-0.4071420938326633,-0.4383831432121109,1,False,True,False,False,True,False,False,False,False,True,False,False,True,-0.21820008676171962
C0146,1.3085587283968028,실버,-0.18458981391401721,-0.4071420938326633,-0.8089027037561554,1,True,False,False,False,False,True,False,False,True,False,False,True,False,-0.09791887864293258
C0147,-1.6837293233591224,브론즈,-0.6897868767335029,-0.18282138097720146,-1.179422264300199,1,True,False,False,False,False,False,True,False,False,False,True,True,False,-0.5700480314951485
C0148,-0.9182602868634206,골드,0.08239046941660416,0.7144614704446458,1.2289548792360883,1,False,True,True,False,False,False,False,False,False,False,True,False,True,-0.26336889594948354
C0149,1.1693825399430386,VIP,0.7681331445024683,1.8360650347219547,2.1552537805961984,0,False,True,False,False,True,False,False,False,False,True,False,False,True,-0.18761734233571034
C0150,-1.5445531349053585,골드,0.1314444853537198,1.1631028961555694,0.6731755384200208,0,False,True,False,False,False,False,True,True,False,False,False,False,True,-0.31729681789237846
C0151,1.3085587283968028,브론즈,-0.5539242812660835,-1.3044249452545107,-0.8089027037561554,1,True,False,True,False,False,False,False,False,True,False,False,True,False,0.22005966657915085
C0152,-0.7790840984096566,브론즈,-0.33777977980093066,-1.3044249452545107,-0.2531233629400887,1,False,True,False,False,False,True,False,True,False,False,False,True,False,0.7890448322578248
C0153,1.5173230110774487,브론즈,-0.6143997272343347,-0.855783519543587,-0.6236429234841331,1,True,False,False,False,True,False,False,False,True,False,False,True,False,-0.34108465527140613
C0154,-0.7094960041827747,브론즈,-0.586249964972857,-0.4071420938326633,-1.7352016051162655,1,False,True,False,False,False,False,True,False,True,False,False,False,True,-0.45036622451196534
C0155,-0.22237934459460082,VIP,0.704803321218027,1.1631028961555694,0.8584353186920437,0,False,True,False,False,False,True,False,False,False,True,False,True,False,-0.0850927065714156
C0156,0.612677786127983,실버,-0.16947210836318788,-0.855783519543587,0.11739619760395491,0,False,True,True,False,False,False,False,False,True,False,False,False,True,0.24453564323808824
C0157,-1.3357888522247126,브론즈,-0.4399841136551184,-0.4071420938326633,0.11739619760395491,0,False,True,False,False,False,True,False,False,True,False,False,True,False,-0.32202137638024275
C0158,0.19514922076669106,골드,0.2660066048042844,0.490140757589184,1.784734220052154,0,False,True,False,False,False,False,True,False,True,False,False,True,False,-0.11873131580389198
C0159,0.055973032312927086,브론즈,-0.4736286766851381,-1.0801042323990488,-0.2531233629400887,0,True,False,False,False,True,False,False,False,True,False,False,True,False,0.03994424810395504
C0160,1.0302063514892748,브론즈,-0.44077042562913193,-1.5287456581099725,-0.6236429234841331,1,True,False,True,False,False,False,False,False,False,False,True,False,True,1.7788900604067117
C0161,1.7956753879849765,브론즈,-0.5253543782008069,-1.0801042323990488,-0.2531233629400887,0,True,False,False,False,False,False,True,False,True,False,False,False,True,-0.05083192754778726
C0162,0.612677786127983,실버,-0.2065055080943136,-0.18282138097720146,-0.6236429234841331,0,False,True,False,False,False,True,False,False,False,True,False,False,True,-0.2065611343491427
C0163,-0.2919674388214828,골드,0.17519566808132592,1.1631028961555694,0.4879157581479993,0,True,False,False,False,False,False,True,False,True,False,False,True,False,-0.2995780633026975
C0164,-0.2919674388214828,브론즈,-0.47176212768608367,-1.3044249452545107,-1.3646820445722212,1,True,False,False,False,False,False,True,False,True,False,False,True,False,0.43634574487557143
